data_source_id,procedure_code_id_source,procedure_code_category_id_reference
1,1000433|~|2,1
1,1003638|~|2,1
1,1003639|~|2,1
1,1003640|~|2,1
1,173|~|2,1
1,1000185|~|2,1
1,1003754|~|2,1
1,1004032|~|2,1
1,1000435|~|2,1
1,1003641|~|2,1
1,1003642|~|2,1
1,1003643|~|2,1
1,1002459|~|2,1
1,1004738|~|2,1
1,1004737|~|2,1
1,1004736|~|2,1
1,1002460|~|2,1
1,1004735|~|2,1
1,1004733|~|2,1
1,174|~|2,1
1,1004732|~|2,1
1,601|~|2,1
1,1000436|~|2,1
1,1005032|~|2,1
1,1005033|~|2,1
1,1005119|~|2,1
1,924|~|2,1
1,661|~|2,1
1,925|~|2,1
1,1002844|~|2,1
1,887|~|2,1
1,926|~|2,1
1,888|~|2,1
1,927|~|2,1
1,889|~|2,1
1,573|~|2,1
1,685|~|2,1
1,1002845|~|2,1
1,1002846|~|2,1
1,1002847|~|2,1
1,1002848|~|2,1
1,1002849|~|2,1
1,1002850|~|2,1
1,1002851|~|2,1
1,1002852|~|2,1
1,1002853|~|2,1
1,1002854|~|2,1
1,673|~|2,1
1,1002855|~|2,1
1,654|~|2,1
1,655|~|2,1
1,657|~|2,1
1,656|~|2,1
1,1005122|~|2,1
1,79|~|2,1
1,1000713|~|2,1
1,1005125|~|2,1
1,1005128|~|2,1
1,1005131|~|2,1
1,1005134|~|2,1
1,1005036|~|2,1
1,80|~|2,1
1,1002574|~|2,1
1,1002575|~|2,1
1,634|~|2,1
1,1002186|~|2,1
1,81|~|2,1
1,1000715|~|2,1
1,1002856|~|2,1
1,1002857|~|2,1
1,82|~|2,1
1,1000716|~|2,1
1,1003644|~|2,1
1,1003645|~|2,1
1,1003345|~|2,1
1,1002461|~|2,1
1,83|~|2,1
1,1000717|~|2,1
1,84|~|2,1
1,1000718|~|2,1
1,85|~|2,1
1,86|~|2,1
1,1000720|~|2,1
1,538|~|2,1
1,1000721|~|2,1
1,539|~|2,1
1,1003649|~|2,1
1,727|~|2,1
1,1000723|~|2,1
1,728|~|2,1
1,1000724|~|2,1
1,729|~|2,1
1,730|~|2,1
1,1000140|~|2,1
1,1000727|~|2,1
1,1000141|~|2,1
1,1000728|~|2,1
1,1012|~|2,1
1,1013|~|2,1
1,1002462|~|2,1
1,1002463|~|2,1
1,1002464|~|2,1
1,1002465|~|2,1
1,1002466|~|2,1
1,176|~|2,1
1,1000272|~|2,1
1,1000729|~|2,1
1,1000273|~|2,1
1,1000351|~|2,1
1,1000352|~|2,1
1,1002467|~|2,1
1,1003652|~|2,1
1,1003653|~|2,1
1,1003654|~|2,1
1,1003655|~|2,1
1,177|~|2,1
1,1000733|~|2,1
1,178|~|2,1
1,1000734|~|2,1
1,179|~|2,1
1,1000735|~|2,1
1,180|~|2,1
1,1000736|~|2,1
1,181|~|2,1
1,1000737|~|2,1
1,1004729|~|2,1
1,1000250|~|2,1
1,1000738|~|2,1
1,1000251|~|2,1
1,1000739|~|2,1
1,1004728|~|2,1
1,182|~|2,1
1,1000740|~|2,1
1,1002468|~|2,1
1,1002469|~|2,1
1,1002470|~|2,1
1,183|~|2,1
1,1000741|~|2,1
1,1004727|~|2,1
1,1000277|~|2,1
1,1000742|~|2,1
1,1000278|~|2,1
1,1000743|~|2,1
1,184|~|2,1
1,1000744|~|2,1
1,1004726|~|2,1
1,1000279|~|2,1
1,1000280|~|2,1
1,185|~|2,1
1,1000747|~|2,1
1,186|~|2,1
1,1000748|~|2,1
1,1002471|~|2,1
1,187|~|2,1
1,1000749|~|2,1
1,1002472|~|2,1
1,188|~|2,1
1,1000750|~|2,1
1,1002473|~|2,1
1,1000034|~|2,1
1,1000751|~|2,1
1,1000035|~|2,1
1,1086|~|2,1
1,1002474|~|2,1
1,540|~|2,1
1,501|~|2,1
1,1002475|~|2,1
1,502|~|2,1
1,503|~|2,1
1,504|~|2,1
1,505|~|2,1
1,506|~|2,1
1,189|~|2,1
1,1000754|~|2,1
1,190|~|2,1
1,191|~|2,1
1,192|~|2,1
1,1014|~|2,1
1,193|~|2,1
1,1000758|~|2,1
1,1004725|~|2,1
1,194|~|2,1
1,1000759|~|2,1
1,195|~|2,1
1,1000760|~|2,1
1,196|~|2,1
1,1000761|~|2,1
1,197|~|2,1
1,1000762|~|2,1
1,1004721|~|2,1
1,198|~|2,1
1,1000763|~|2,1
1,1004720|~|2,1
1,199|~|2,1
1,1000764|~|2,1
1,200|~|2,1
1,1000765|~|2,1
1,1005150|~|2,1
1,1005019|~|2,1
1,1015|~|2,1
1,240|~|2,1
1,1000766|~|2,1
1,241|~|2,1
1,242|~|2,1
1,1000768|~|2,1
1,243|~|2,1
1,1000769|~|2,1
1,244|~|2,1
1,428|~|2,1
1,639|~|2,1
1,1003656|~|2,1
1,245|~|2,1
1,1004717|~|2,1
1,246|~|2,1
1,1002476|~|2,1
1,1004716|~|2,1
1,247|~|2,1
1,1000775|~|2,1
1,516|~|2,1
1,348|~|2,1
1,1004714|~|2,1
1,1004713|~|2,1
1,1004712|~|2,1
1,1004711|~|2,1
1,1000777|~|2,1
1,1000208|~|2,1
1,1000778|~|2,1
1,541|~|2,1
1,1000036|~|2,1
1,1000780|~|2,1
1,1004710|~|2,1
1,1000037|~|2,1
1,1000274|~|2,1
1,1000782|~|2,1
1,1002477|~|2,1
1,1002478|~|2,1
1,1004709|~|2,1
1,1002479|~|2,1
1,1002480|~|2,1
1,1002481|~|2,1
1,1004708|~|2,1
1,1004707|~|2,1
1,1004706|~|2,1
1,1005043|~|2,1
1,1005044|~|2,1
1,1005045|~|2,1
1,1005046|~|2,1
1,1002482|~|2,1
1,248|~|2,1
1,1004705|~|2,1
1,1000783|~|2,1
1,1005047|~|2,1
1,249|~|2,1
1,251|~|2,1
1,252|~|2,1
1,257|~|2,1
1,260|~|2,1
1,262|~|2,1
1,437|~|2,1
1,438|~|2,1
1,1003657|~|2,1
1,267|~|2,1
1,439|~|2,1
1,740|~|2,1
1,1002483|~|2,1
1,277|~|2,1
1,278|~|2,1
1,280|~|2,1
1,281|~|2,1
1,442|~|2,1
1,443|~|2,1
1,1000163|~|2,1
1,1000166|~|2,1
1,1000826|~|2,1
1,1000167|~|2,1
1,542|~|2,1
1,823|~|2,1
1,1001596|~|2,1
1,1001597|~|2,1
1,1005023|~|2,1
1,1005028|~|2,1
1,1005031|~|2,1
1,1003036|~|2,1
1,282|~|2,1
1,1000829|~|2,1
1,1003659|~|2,1
1,1002858|~|2,1
1,928|~|2,1
1,1002205|~|2,1
1,869|~|2,1
1,929|~|2,1
1,930|~|2,1
1,931|~|2,1
1,1002|~|2,1
1,932|~|2,1
1,993|~|2,1
1,868|~|2,1
1,664|~|2,1
1,1001112|~|2,1
1,483|~|2,1
1,1004007|~|2,1
1,1004112|~|2,1
1,1001113|~|2,1
1,517|~|2,1
1,1004431|~|2,1
1,1004113|~|2,1
1,1001114|~|2,1
1,403|~|2,1
1,521|~|2,1
1,1003068|~|2,1
1,1003131|~|2,1
1,543|~|2,1
1,1002484|~|2,1
1,1003663|~|2,1
1,544|~|2,1
1,445|~|2,1
1,1002187|~|2,1
1,1006139|~|2,1
1,1002485|~|2,1
1,446|~|2,1
1,404|~|2,1
1,1001121|~|2,1
1,545|~|2,1
1,1000038|~|2,1
1,1002486|~|2,1
1,1004703|~|2,1
1,1000039|~|2,1
1,1002487|~|2,1
1,1002613|~|2,1
1,447|~|2,1
1,1000040|~|2,1
1,1000041|~|2,1
1,1000536|~|2,1
1,1001127|~|2,1
1,1001334|~|2,1
1,1000042|~|2,1
1,1000043|~|2,1
1,1000538|~|2,1
1,1001129|~|2,1
1,1000044|~|2,1
1,1001130|~|2,1
1,1000045|~|2,1
1,1000046|~|2,1
1,1000047|~|2,1
1,1000048|~|2,1
1,1000049|~|2,1
1,1002215|~|2,1
1,1000544|~|2,1
1,1000050|~|2,1
1,1000051|~|2,1
1,1000052|~|2,1
1,1000547|~|2,1
1,1000053|~|2,1
1,1000548|~|2,1
1,1000054|~|2,1
1,1001140|~|2,1
1,1000055|~|2,1
1,1000056|~|2,1
1,1000057|~|2,1
1,1000058|~|2,1
1,1000059|~|2,1
1,1000060|~|2,1
1,1000061|~|2,1
1,1000062|~|2,1
1,1002488|~|2,1
1,1004701|~|2,1
1,1000063|~|2,1
1,1004700|~|2,1
1,448|~|2,1
1,1000557|~|2,1
1,1001150|~|2,1
1,1001450|~|2,1
1,775|~|2,1
1,1004148|~|2,1
1,1001151|~|2,1
1,1000353|~|2,1
1,1000354|~|2,1
1,776|~|2,1
1,1000356|~|2,1
1,1000357|~|2,1
1,1001909|~|2,1
1,449|~|2,1
1,1001159|~|2,1
1,405|~|2,1
1,406|~|2,1
1,1001161|~|2,1
1,407|~|2,1
1,1000142|~|2,1
1,484|~|2,1
1,1001164|~|2,1
1,1000281|~|2,1
1,1004156|~|2,1
1,1001165|~|2,1
1,12|~|2,1
1,1000360|~|2,1
1,450|~|2,1
1,1004361|~|2,1
1,1004157|~|2,1
1,1001168|~|2,1
1,287|~|2,1
1,1004158|~|2,1
1,1001169|~|2,1
1,276|~|2,1
1,1001170|~|2,1
1,410|~|2,1
1,1004333|~|2,1
1,1001171|~|2,1
1,426|~|2,1
1,1004017|~|2,1
1,1004159|~|2,1
1,1001172|~|2,1
1,1001910|~|2,1
1,1004457|~|2,1
1,1001870|~|2,1
1,1004459|~|2,1
1,1001911|~|2,1
1,1004461|~|2,1
1,1000186|~|2,1
1,1000187|~|2,1
1,1001174|~|2,1
1,1000188|~|2,1
1,1000189|~|2,1
1,1001176|~|2,1
1,1000190|~|2,1
1,1001177|~|2,1
1,1000191|~|2,1
1,1000192|~|2,1
1,1000193|~|2,1
1,1000282|~|2,1
1,1000283|~|2,1
1,1000361|~|2,1
1,1000362|~|2,1
1,1004699|~|2,1
1,1004698|~|2,1
1,1000143|~|2,1
1,1004424|~|2,1
1,1004170|~|2,1
1,1001187|~|2,1
1,1001598|~|2,1
1,1001599|~|2,1
1,1004695|~|2,1
1,1000144|~|2,1
1,1154|~|2,1
1,1016|~|2,1
1,451|~|2,1
1,1001190|~|2,1
1,1002859|~|2,1
1,1002860|~|2,1
1,665|~|2,1
1,716|~|2,1
1,1001191|~|2,1
1,1006138|~|2,1
1,1000145|~|2,1
1,89|~|2,1
1,90|~|2,1
1,91|~|2,1
1,1000146|~|2,1
1,92|~|2,1
1,1001197|~|2,1
1,93|~|2,1
1,1001198|~|2,1
1,94|~|2,1
1,1001199|~|2,1
1,1000370|~|2,1
1,1000064|~|2,1
1,95|~|2,1
1,96|~|2,1
1,97|~|2,1
1,1000065|~|2,1
1,1001205|~|2,1
1,1000168|~|2,1
1,1001206|~|2,1
1,1003665|~|2,1
1,761|~|2,1
1,686|~|2,1
1,687|~|2,1
1,1002489|~|2,1
1,610|~|2,1
1,689|~|2,1
1,1001209|~|2,1
1,688|~|2,1
1,340|~|2,1
1,1002966|~|2,1
1,1004690|~|2,1
1,1000066|~|2,1
1,1000585|~|2,1
1,1001212|~|2,1
1,1000194|~|2,1
1,1000067|~|2,1
1,1000068|~|2,1
1,1000588|~|2,1
1,1000069|~|2,1
1,1000070|~|2,1
1,1000071|~|2,1
1,1000072|~|2,1
1,1000074|~|2,1
1,1000075|~|2,1
1,1000076|~|2,1
1,1000077|~|2,1
1,1000078|~|2,1
1,1000079|~|2,1
1,1000082|~|2,1
1,1002490|~|2,1
1,1004689|~|2,1
1,1004688|~|2,1
1,1004687|~|2,1
1,1004686|~|2,1
1,1004685|~|2,1
1,1003348|~|2,1
1,1000149|~|2,1
1,98|~|2,1
1,99|~|2,1
1,100|~|2,1
1,1003666|~|2,1
1,1000083|~|2,1
1,1000609|~|2,1
1,1001502|~|2,1
1,1003667|~|2,1
1,101|~|2,1
1,1000610|~|2,1
1,1001237|~|2,1
1,1002861|~|2,1
1,1002862|~|2,1
1,1002863|~|2,1
1,1002864|~|2,1
1,1002865|~|2,1
1,1002866|~|2,1
1,102|~|2,1
1,1001238|~|2,1
1,1001504|~|2,1
1,1002867|~|2,1
1,103|~|2,1
1,1001239|~|2,1
1,1000372|~|2,1
1,104|~|2,1
1,1000084|~|2,1
1,1000085|~|2,1
1,1000086|~|2,1
1,1003045|~|2,1
1,105|~|2,1
1,106|~|2,1
1,107|~|2,1
1,1000087|~|2,1
1,1001249|~|2,1
1,1001515|~|2,1
1,1000150|~|2,1
1,1000169|~|2,1
1,1003668|~|2,1
1,1003349|~|2,1
1,1003350|~|2,1
1,1003351|~|2,1
1,1003352|~|2,1
1,1003353|~|2,1
1,1003669|~|2,1
1,1003354|~|2,1
1,1002491|~|2,1
1,1002492|~|2,1
1,507|~|2,1
1,508|~|2,1
1,1000378|~|2,1
1,1001252|~|2,1
1,1003355|~|2,1
1,1003357|~|2,1
1,1003358|~|2,1
1,345|~|2,1
1,329|~|2,1
1,1001254|~|2,1
1,330|~|2,1
1,1003671|~|2,1
1,1003672|~|2,1
1,1003673|~|2,1
1,1003674|~|2,1
1,1003675|~|2,1
1,331|~|2,1
1,1001256|~|2,1
1,1003677|~|2,1
1,1002188|~|2,1
1,332|~|2,1
1,1002493|~|2,1
1,333|~|2,1
1,334|~|2,1
1,1002494|~|2,1
1,1002618|~|2,1
1,1004682|~|2,1
1,452|~|2,1
1,1004681|~|2,1
1,454|~|2,1
1,1002495|~|2,1
1,1004680|~|2,1
1,1000089|~|2,1
1,335|~|2,1
1,1087|~|2,1
1,1002496|~|2,1
1,1002497|~|2,1
1,1000090|~|2,1
1,633|~|2,1
1,1004677|~|2,1
1,1004676|~|2,1
1,1004674|~|2,1
1,1004673|~|2,1
1,336|~|2,1
1,1001266|~|2,1
1,1003678|~|2,1
1,1004672|~|2,1
1,1005024|~|2,1
1,1004671|~|2,1
1,595|~|2,1
1,1002498|~|2,1
1,1000438|~|2,1
1,1000091|~|2,1
1,1003926|~|2,1
1,1004173|~|2,1
1,1000439|~|2,1
1,596|~|2,1
1,1002499|~|2,1
1,1000440|~|2,1
1,1006137|~|2,1
1,637|~|2,1
1,1002500|~|2,1
1,1000092|~|2,1
1,1003961|~|2,1
1,1003999|~|2,1
1,1004174|~|2,1
1,1000441|~|2,1
1,109|~|2,1
1,1004377|~|2,1
1,1004000|~|2,1
1,1004175|~|2,1
1,1000442|~|2,1
1,1006136|~|2,1
1,110|~|2,1
1,1004176|~|2,1
1,1000443|~|2,1
1,111|~|2,1
1,1004177|~|2,1
1,1000444|~|2,1
1,112|~|2,1
1,1004178|~|2,1
1,1000445|~|2,1
1,341|~|2,1
1,1004179|~|2,1
1,1000446|~|2,1
1,1005173|~|2,1
1,1005022|~|2,1
1,1002501|~|2,1
1,1004670|~|2,1
1,342|~|2,1
1,1004180|~|2,1
1,1000447|~|2,1
1,1000170|~|2,1
1,1004181|~|2,1
1,1000448|~|2,1
1,343|~|2,1
1,1004182|~|2,1
1,1000449|~|2,1
1,1000093|~|2,1
1,1004183|~|2,1
1,1000450|~|2,1
1,344|~|2,1
1,1003939|~|2,1
1,1000451|~|2,1
1,1002502|~|2,1
1,346|~|2,1
1,347|~|2,1
1,1004001|~|2,1
1,1004186|~|2,1
1,522|~|2,1
1,1002503|~|2,1
1,1000453|~|2,1
1,1000094|~|2,1
1,1004187|~|2,1
1,1000454|~|2,1
1,1000151|~|2,1
1,1004002|~|2,1
1,1004188|~|2,1
1,1000455|~|2,1
1,349|~|2,1
1,1004189|~|2,1
1,1000456|~|2,1
1,350|~|2,1
1,1004428|~|2,1
1,1004190|~|2,1
1,1000457|~|2,1
1,1000095|~|2,1
1,1000152|~|2,1
1,351|~|2,1
1,352|~|2,1
1,1003946|~|2,1
1,444|~|2,1
1,1004195|~|2,1
1,453|~|2,1
1,1004196|~|2,1
1,485|~|2,1
1,1004197|~|2,1
1,1000464|~|2,1
1,1000171|~|2,1
1,1004198|~|2,1
1,1000317|~|2,1
1,1004199|~|2,1
1,1000318|~|2,1
1,1018|~|2,1
1,1004403|~|2,1
1,353|~|2,1
1,1004201|~|2,1
1,1000468|~|2,1
1,1000153|~|2,1
1,1004202|~|2,1
1,1000469|~|2,1
1,1003679|~|2,1
1,354|~|2,1
1,1004203|~|2,1
1,1000470|~|2,1
1,1000154|~|2,1
1,1004204|~|2,1
1,1000471|~|2,1
1,355|~|2,1
1,1004205|~|2,1
1,1000472|~|2,1
1,1002504|~|2,1
1,1002505|~|2,1
1,356|~|2,1
1,357|~|2,1
1,1004207|~|2,1
1,1004667|~|2,1
1,1000474|~|2,1
1,1000096|~|2,1
1,1004208|~|2,1
1,1000475|~|2,1
1,1000097|~|2,1
1,1004209|~|2,1
1,1000098|~|2,1
1,1000099|~|2,1
1,1000478|~|2,1
1,1000100|~|2,1
1,690|~|2,1
1,1002506|~|2,1
1,691|~|2,1
1,1002507|~|2,1
1,692|~|2,1
1,361|~|2,1
1,362|~|2,1
1,363|~|2,1
1,1004215|~|2,1
1,1000485|~|2,1
1,1006050|~|2,1
1,364|~|2,1
1,1004216|~|2,1
1,1000830|~|2,1
1,365|~|2,1
1,1004217|~|2,1
1,366|~|2,1
1,1004218|~|2,1
1,367|~|2,1
1,708|~|2,1
1,1002508|~|2,1
1,1000833|~|2,1
1,1000101|~|2,1
1,1004220|~|2,1
1,1000834|~|2,1
1,1000102|~|2,1
1,1003922|~|2,1
1,1004221|~|2,1
1,1000835|~|2,1
1,1000103|~|2,1
1,1003944|~|2,1
1,1004222|~|2,1
1,1000836|~|2,1
1,638|~|2,1
1,1000104|~|2,1
1,370|~|2,1
1,371|~|2,1
1,1004225|~|2,1
1,1000840|~|2,1
1,1000155|~|2,1
1,1004226|~|2,1
1,1000841|~|2,1
1,1003681|~|2,1
1,1003359|~|2,1
1,1003682|~|2,1
1,1003683|~|2,1
1,372|~|2,1
1,1000156|~|2,1
1,1004228|~|2,1
1,373|~|2,1
1,1004229|~|2,1
1,1000844|~|2,1
1,374|~|2,1
1,375|~|2,1
1,1004231|~|2,1
1,1000846|~|2,1
1,376|~|2,1
1,1004232|~|2,1
1,378|~|2,1
1,380|~|2,1
1,383|~|2,1
1,1000854|~|2,1
1,291|~|2,1
1,293|~|2,1
1,294|~|2,1
1,295|~|2,1
1,298|~|2,1
1,1000106|~|2,1
1,11|~|2,1
1,299|~|2,1
1,283|~|2,1
1,284|~|2,1
1,285|~|2,1
1,408|~|2,1
1,456|~|2,1
1,289|~|2,1
1,290|~|2,1
1,1000885|~|2,1
1,1005777|~|2,1
1,726|~|2,1
1,466|~|2,1
1,762|~|2,1
1,300|~|2,1
1,1004272|~|2,1
1,312|~|2,1
1,313|~|2,1
1,318|~|2,1
1,763|~|2,1
1,1004335|~|2,1
1,1000892|~|2,1
1,1000374|~|2,1
1,1004362|~|2,1
1,1000893|~|2,1
1,1005049|~|2,1
1,319|~|2,1
1,599|~|2,1
1,322|~|2,1
1,323|~|2,1
1,324|~|2,1
1,328|~|2,1
1,1000903|~|2,1
1,316|~|2,1
1,1004021|~|2,1
1,1004285|~|2,1
1,1000904|~|2,1
1,256|~|2,1
1,1004286|~|2,1
1,1000905|~|2,1
1,258|~|2,1
1,1004332|~|2,1
1,1000906|~|2,1
1,1000157|~|2,1
1,1004028|~|2,1
1,1004287|~|2,1
1,1000907|~|2,1
1,317|~|2,1
1,1004018|~|2,1
1,1001858|~|2,1
1,1004467|~|2,1
1,1001857|~|2,1
1,1006051|~|2,1
1,1153|~|2,1
1,315|~|2,1
1,1003947|~|2,1
1,1004289|~|2,1
1,1004665|~|2,1
1,1004664|~|2,1
1,1000909|~|2,1
1,1001600|~|2,1
1,1004472|~|2,1
1,1004421|~|2,1
1,1004371|~|2,1
1,1001601|~|2,1
1,1004473|~|2,1
1,1004422|~|2,1
1,1004372|~|2,1
1,1000158|~|2,1
1,1004290|~|2,1
1,314|~|2,1
1,1004291|~|2,1
1,1000911|~|2,1
1,301|~|2,1
1,1004493|~|2,1
1,1004292|~|2,1
1,1000912|~|2,1
1,1000108|~|2,1
1,1000319|~|2,1
1,302|~|2,1
1,303|~|2,1
1,304|~|2,1
1,305|~|2,1
1,1004298|~|2,1
1,306|~|2,1
1,307|~|2,1
1,1001602|~|2,1
1,1001603|~|2,1
1,309|~|2,1
1,310|~|2,1
1,1000109|~|2,1
1,509|~|2,1
1,311|~|2,1
1,1000925|~|2,1
1,1002868|~|2,1
1,1003030|~|2,3
1,1001616|~|2,3
1,1002509|~|2,3
1,658|~|2,3
1,1002510|~|2,3
1,659|~|2,3
1,1002511|~|2,3
1,748|~|2,3
1,1001267|~|2,3
1,660|~|2,3
1,1002512|~|2,3
1,1001269|~|2,3
1,1001617|~|2,3
1,1002513|~|2,3
1,1001618|~|2,3
1,1001619|~|2,3
1,1002514|~|2,3
1,1001723|~|2,3
1,1002515|~|2,3
1,1002516|~|2,3
1,202|~|2,3
1,1001270|~|2,3
1,1005050|~|2,3
1,1005051|~|2,3
1,207|~|2,3
1,1001271|~|2,3
1,208|~|2,3
1,209|~|2,3
1,1004662|~|2,3
1,1001273|~|2,3
1,205|~|2,3
1,1006134|~|2,3
1,206|~|2,3
1,1001275|~|2,3
1,210|~|2,3
1,1002189|~|2,3
1,1002190|~|2,3
1,1005794|~|2,3
1,1002191|~|2,3
1,211|~|2,3
1,1003962|~|2,3
1,1001277|~|2,3
1,1005798|~|2,3
1,1005765|~|2,3
1,1005067|~|2,3
1,1005804|~|2,3
1,1005769|~|2,3
1,1005805|~|2,3
1,1001657|~|2,3
1,212|~|2,3
1,1004661|~|2,3
1,1003970|~|2,3
1,1001278|~|2,3
1,1005039|~|2,3
1,1002869|~|2,3
1,1002870|~|2,3
1,1002871|~|2,3
1,1006056|~|2,3
1,1005073|~|2,3
1,1005074|~|2,3
1,1005075|~|2,3
1,1006059|~|2,3
1,1005076|~|2,3
1,1005077|~|2,3
1,1005078|~|2,3
1,1002872|~|2,3
1,1002873|~|2,3
1,1002874|~|2,3
1,1002875|~|2,3
1,1002876|~|2,3
1,626|~|2,3
1,1002192|~|2,3
1,1001279|~|2,3
1,1002193|~|2,3
1,1006133|~|2,3
1,1002204|~|2,3
1,1002518|~|2,3
1,1002519|~|2,3
1,1002520|~|2,3
1,1002521|~|2,3
1,1004660|~|2,3
1,1002522|~|2,3
1,1102|~|2,3
1,1002523|~|2,3
1,1004659|~|2,3
1,1003686|~|2,3
1,718|~|2,3
1,1006132|~|2,3
1,1006131|~|2,3
1,203|~|2,3
1,1006130|~|2,3
1,1001280|~|2,3
1,627|~|2,3
1,1001281|~|2,3
1,1006094|~|2,3
1,204|~|2,3
1,1001282|~|2,3
1,1005025|~|2,3
1,1103|~|2,3
1,1041|~|2,3
1,1002524|~|2,3
1,1003687|~|2,3
1,1139|~|2,3
1,1042|~|2,3
1,1003688|~|2,3
1,1003689|~|2,3
1,1003690|~|2,3
1,1003954|~|2,3
1,574|~|2,3
1,575|~|2,3
1,1003360|~|2,3
1,577|~|2,3
1,578|~|2,3
1,579|~|2,3
1,1043|~|2,3
1,1045|~|2,3
1,486|~|2,3
1,1001346|~|2,3
1,628|~|2,3
1,1001347|~|2,3
1,629|~|2,3
1,1001348|~|2,3
1,630|~|2,3
1,1001349|~|2,3
1,631|~|2,3
1,1104|~|2,3
1,214|~|2,3
1,1003963|~|2,3
1,1003972|~|2,3
1,1001351|~|2,3
1,1005079|~|2,3
1,1005232|~|2,3
1,1005770|~|2,3
1,1004648|~|2,3
1,1005235|~|2,3
1,1005238|~|2,3
1,1005240|~|2,3
1,1005242|~|2,3
1,1005244|~|2,3
1,1005246|~|2,3
1,1005248|~|2,3
1,1005812|~|2,3
1,213|~|2,3
1,1003960|~|2,3
1,1001352|~|2,3
1,1005080|~|2,3
1,1005251|~|2,3
1,1005771|~|2,3
1,725|~|2,3
1,1001353|~|2,3
1,1005253|~|2,3
1,1005255|~|2,3
1,1005257|~|2,3
1,1005259|~|2,3
1,1005261|~|2,3
1,1005263|~|2,3
1,1005265|~|2,3
1,1000110|~|2,3
1,1001354|~|2,3
1,1000111|~|2,3
1,1001355|~|2,3
1,514|~|2,3
1,1001356|~|2,3
1,580|~|2,3
1,1001357|~|2,3
1,1000285|~|2,3
1,1001358|~|2,3
1,1000375|~|2,3
1,1001359|~|2,3
1,1000376|~|2,3
1,1000377|~|2,3
1,1001361|~|2,3
1,830|~|2,3
1,1005267|~|2,3
1,1000379|~|2,3
1,1001362|~|2,3
1,1000380|~|2,3
1,1001363|~|2,3
1,1000381|~|2,3
1,1001364|~|2,3
1,1000382|~|2,3
1,1005269|~|2,3
1,1005271|~|2,3
1,1005273|~|2,3
1,1005275|~|2,3
1,1005277|~|2,3
1,1005279|~|2,3
1,1005281|~|2,3
1,1005283|~|2,3
1,1005285|~|2,3
1,1005288|~|2,3
1,1005290|~|2,3
1,1005293|~|2,3
1,1005296|~|2,3
1,1005299|~|2,3
1,1005302|~|2,3
1,1005305|~|2,3
1,1005833|~|2,3
1,581|~|2,3
1,1001366|~|2,3
1,1003691|~|2,3
1,1003692|~|2,3
1,1001702|~|2,3
1,1001620|~|2,3
1,1001610|~|2,3
1,1001613|~|2,3
1,1001611|~|2,3
1,1001614|~|2,3
1,1001703|~|2,3
1,1001612|~|2,3
1,1001615|~|2,3
1,1001622|~|2,3
1,1001621|~|2,3
1,1006093|~|2,3
1,1044|~|2,3
1,1003361|~|2,3
1,1003362|~|2,3
1,1003693|~|2,3
1,1003694|~|2,3
1,1003363|~|2,3
1,1003364|~|2,3
1,1003695|~|2,3
1,1003697|~|2,3
1,1002525|~|2,3
1,1003698|~|2,3
1,1003699|~|2,3
1,1003700|~|2,3
1,1003701|~|2,3
1,1003702|~|2,3
1,1003703|~|2,3
1,1003704|~|2,3
1,632|~|2,3
1,1001367|~|2,3
1,1004647|~|2,3
1,215|~|2,3
1,1005081|~|2,3
1,1005082|~|2,3
1,1004646|~|2,3
1,1001368|~|2,3
1,1005083|~|2,3
1,1005835|~|2,3
1,1005084|~|2,3
1,1005837|~|2,3
1,1005085|~|2,3
1,1005839|~|2,3
1,1004645|~|2,3
1,1005086|~|2,3
1,1005775|~|2,3
1,1005087|~|2,3
1,1005843|~|2,3
1,1005088|~|2,3
1,1005089|~|2,3
1,1005090|~|2,3
1,1005849|~|2,3
1,1005091|~|2,3
1,1005092|~|2,3
1,1005786|~|2,3
1,1005853|~|2,3
1,1005855|~|2,3
1,1005093|~|2,3
1,1005094|~|2,3
1,1005857|~|2,3
1,1005029|~|2,3
1,1005096|~|2,3
